Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения
"Джип Дельта";"";"31826";"RUB";"770.00";"1";"";"";"";"На джипе «Дельта» малыш отправится в далёкое путешествие по Африке. Большие колеса джипа проедут по любой дороге, а в просторной кабине уместятся пластмассовые друзья. Такой транспорт придётся по душе юным путешественникам и надолго их увлечёт.";"";"Джип Дельта";"";"";"dzhip-delta";"";"";"320.00 мм x 230.00 мм x 230.00 мм";"https://playdorado.ru/image/cache/data/31826-600x600.jpg";"https://playdorado.ru/image/cache/data/31826-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31826-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31826-3-600x600.jpg";"https://playdorado.ru/image/cache/data/31826-4-600x600.jpg";"https://playdorado.ru/image/cache/data/31826-5-600x600.jpg";"https://playdorado.ru/image/cache/data/31826-6-600x600.jpg";"https://playdorado.ru/image/cache/data/31826-7-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Джип военный Вранглер";"";"31723";"RUB";"335.00";"1";"";"";"";"С военным джипом «Вранглер» ребенку скучать не придется. Копия военного внедорожника выполнена с высокой точностью и включает в комплект двух веселых солдатиков. Джип пригодится и в играх на улице — в его вместительном багажнике можно перевозить грузы.";"";"Джип военный Вранглер";"";"";"dzhip-voennyy-vrangler";"";"";"285.00 мм x 145.00 мм x 180.00 мм";"https://playdorado.ru/image/cache/data/31723-600x600.jpg";"https://playdorado.ru/image/cache/data/31723-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31723-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31723-3-600x600.jpg";"https://playdorado.ru/image/cache/data/31723-4-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Джип Альфа";"";"31825";"RUB";"770.00";"1";"";"";"";"Качество джипа «Альфа» такое же высокое, как и полагается настоящему джипу. У него большие колеса, которые справятся с любым бездорожьем и дома, и в песочнице. Малыш по достоинству оценит такую мощную машину и с удовольствием будет с ней играть.";"";"Джип Альфа";"";"";"dzhip-alfa";"";"";"320.00 мм x 230.00 мм x 230.00 мм";"https://playdorado.ru/image/cache/data/31825-600x600.jpg";"https://playdorado.ru/image/cache/data/31825-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31825-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31825-3-600x600.jpg";"https://playdorado.ru/image/cache/data/31825-4-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Грузовик с прицепом 'Чижик' 1/15";"";"31855";"RUB";"266.00";"1";"";"";"";"Яркий грузовик с прицепом понравится не только мальчикам, но и девочкам. Можно только представить, сколько разных применений ему найдёт бурная фантазия ребёнка. К тому же, раскраска игрушки позволяет легко учить цвета.";"";"Грузовик с прицепом 'Чижик' 1/15";"";"";"gruzovik-s-pritsepom-quotchizhikquot-115";"";"";"340.00 мм x 115.00 мм x 110.00 мм";"https://playdorado.ru/image/cache/data/31855-600x600.jpg";"https://playdorado.ru/image/cache/data/31855-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31855-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31855-3-600x600.jpg";"https://playdorado.ru/image/cache/data/31855-4-600x600.jpg";"https://playdorado.ru/image/cache/data/31855-5-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Грузовик с прицепом";"";"31003";"RUB";"279.00";"1";"";"";"";"Весёлый грузовик с прицепом станет незаменимым в гараже малыша. Реалистичные колеса, которые крутятся как настоящие, развивают механическую понятливость. А в просторную кабину можно усадить шофера. Двойной прицеп, фары и грузовик как настоящий.";"";"Грузовик с прицепом";"";"";"gruzovik-s-pritsepom";"";"";"260.00 мм x 105.00 мм x 140.00 мм";"https://playdorado.ru/image/cache/data/31003-600x600.jpg";"https://playdorado.ru/image/cache/data/31003-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31003-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31003-3-600x600.jpg";"https://playdorado.ru/image/cache/data/31003-4-600x600.jpg";"https://playdorado.ru/image/cache/data/31003-5-600x600.jpg";"https://playdorado.ru/image/cache/data/31003-6-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Грузовик МалышОКс прицепом";"";"31831";"RUB";"266.00";"1";"";"";"";"С помощью такого транспорта можно здорово разнообразить игры и перевозить всякие грузы или игрушки небольших размеров. Просто оформите заказ на доставку и оплатите его уже при получении.";"";"Грузовик МалышОКс прицепом";"";"";"gruzovik-malyshoks-pritsepom";"";"";"340.00 мм x 115.00 мм x 110.00 мм";"https://playdorado.ru/image/cache/data/31831-600x600.jpg";"https://playdorado.ru/image/cache/data/31831-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31831-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31831-3-600x600.jpg";"https://playdorado.ru/image/cache/data/31831-4-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Грузовик МалышОК";"";"31830";"RUB";"182.00";"1";"";"";"";"Ищите недорогую, но интересную и качественную игрушку. Игрушки абсолютна безопасна: она состоит из прочного пластмассового сплава, имеющего сертификаты качества. При изготовлении этого грузовика не использовались никакие вредные химические красители, поэтому родители могут быть спокойны за здоровье ребенка.";"";"Грузовик МалышОК";"";"";"gruzovik-malyshok";"";"";"200.00 мм x 115.00 мм x 110.00 мм";"https://playdorado.ru/image/cache/data/31830-600x600.jpg";"https://playdorado.ru/image/cache/data/31830-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31830-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31830-3-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Грузовик 'Тузик' 1/27";"";"31856";"RUB";"189.00";"1";"";"";"";"Хотите порадовать своего ребенка необычной игрушкой. Грузовик «Тузик» —– это недорогой и прочный пластмассовый автомобиль средних размеров, кузов которого украшен улыбающейся щенячьей мордочкой. Корпус грузовика очень яркий, потому ваш кроха обязательно им заинтересуется.";"";"Грузовик 'Тузик' 1/27";"";"";"gruzovik-quottuzikquot-127";"";"";"200.00 мм x 115.00 мм x 110.00 мм";"https://playdorado.ru/image/cache/data/31856-600x600.jpg";"https://playdorado.ru/image/cache/data/31856-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31856-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31856-3-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Грузовик 'Саша' 1/27";"";"31857";"RUB";"189.00";"1";"";"";"";"Еще ни один мальчик не отказался пополнить свою коллекцию игрушечных автомобилей новеньким экземпляром. Грузовик «Саша» — это машинка с ярким дизайном и крепким пластмассовым корпусом. Его конструкция состоит из надежных материалов, которые полностью безвредны для здоровья.";"";"Грузовик 'Саша' 1/27";"";"";"gruzovik-quotsashaquot-127";"";"";"200.00 мм x 115.00 мм x 110.00 мм";"https://playdorado.ru/image/cache/data/31857-600x600.jpg";"https://playdorado.ru/image/cache/data/31857-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31857-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31857-3-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Грузовик 'Маша' 1/27";"";"31854";"RUB";"189.00";"1";"";"";"";"Кто сказал, что машинки — только для мальчиков. Девочки тоже не прочь разнообразить свои игры с помощью автотранспорта. Эта игрушка выполнена в привлекательных ярких тонах. Кокетливый бантик, нарисованный на кабине, дает понять, что эта машина предназначена исключительно для девочек.";"";"Грузовик 'Маша' 1/27";"";"";"gruzovik-quotmashaquot-127";"";"";"200.00 мм x 115.00 мм x 110.00 мм";"https://playdorado.ru/image/cache/data/31854-600x600.jpg";"https://playdorado.ru/image/cache/data/31854-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31854-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31854-3-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Грузовик";"";"31001";"RUB";"203.00";"1";"";"";"";"Грузовик — это машина, которая просто необходима каждому мальчику. Где же еще перевозить важные грузы с место на место, как не в объемном и вместительном кузове. Большие колеса позволят одинаково легко катать грузовик и по полу, и по песку. У вашего ребенка еще нет такой техники.";"";"Грузовик";"";"";"gruzovik";"";"";"165.00 мм x 105.00 мм x 140.00 мм";"https://playdorado.ru/image/cache/data/31001-600x600.jpg";"https://playdorado.ru/image/cache/data/31001-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31001-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31001-3-600x600.jpg";"https://playdorado.ru/image/cache/data/31001-4-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Веселый автобус";"";"31800";"RUB";"189.00";"1";"";"";"";"Какая автотехника есть у вашего ребенка. Машины легковые, грузовые. А есть ли у него веселый автобус. Транспорт для перевозки пассажиров никогда не будет лишним в играх дома или на улице. А наличие большого количества техники будет способствовать развитию фантазии ребенка.";"";"Веселый автобус";"";"";"veselyy-avtobus";"";"";"290.00 мм x 80.00 мм x 95.00 мм";"https://playdorado.ru/image/cache/data/31800-600x600.jpg";"https://playdorado.ru/image/cache/data/31800-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31800-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31800-3-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
